ft_facility_code,fi_admin_code,ft_level2,ft_level3,ft_level4,ft_level5,ft_facility_type,ft_gis_code,ft_facility_name,fi_target_births,fi_target_pw,fi_tot_pop,fi_cba,fi_cc_storage,fi_cc_delivery,fi_cc_outreach,fi_cc_none,fi_mode,fi_electricity,fi_kerosene,fi_bottled_gas,fi_solar,fn_icepack_20_rout,fn_icepack_4_rout,fn_icepack_20_supp,fn_icepack_4_supp,fi_resupp_interval,fi_reserve_stock,fi_site_floods,fi_hi_altitude,fi_site_diff_access,fi_site_robbed,fi_site_none,fi_trans_public,fi_trans_car,fi_trans_motor,fi_trans_foot,fi_trans_bicycle,fi_trans_boat,fi_trans_other,fi_access_repair,fi_cylinders,fn_nonstandard_equipment,fi_shaded,fi_heavy_clouds,fn_latitude,fn_longitude,fn_distance,fn_waste_disp_burn,fn_waste_chimney,fn_waste_incinerator,fn_waste_none,f_date_updated,fn_train_users,fn_train_staff,fn_train_vaccine_man,fn_stock_outs,fn_person_name,fn_person_mobile,fn_person_email
12468,10834,Eastern,Makueni,Kee,10834,22,,Mangala Dispensary,202,202,5314,1275,-1,-1,-1,0,2,0,2,3,0,8,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.44736,037.18999,56,-1,0,0,0,,,,,,,,
12469,10926,Eastern,Mwala,Masii,10926,22,,Mango Dispensary,334,334,8790,2110,-1,-1,-1,0,2,2,1,1,0,4.8,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.40740,037.42906,5,-1,0,0,0,,,,,,,,
12470,10856,Eastern,Marsabit,Dirri,10856,18,,Mayata Jillo Health Centre,206,206,4129,996,-1,-1,-1,0,3,3,4,2,0,2.4,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+02.35842,038.02601,6,-1,-1,0,0,,,,,,,,
12471,10638,Eastern,Imenti North,Buuri,10638,27,,Marie stopes clinic,133,133,3497,839,-1,0,0,0,3,3,4,4,0,12,,0,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.05616,037.64058,3,-1,0,0,0,,,,,,,,
12472,10600,Eastern,Igembe,Igembe C,10600,17,,Maua Methodist,2721,2721,71602,17184,-1,-1,-1,0,2,3,3,3,0,16,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.23106,037.94189,1.5,0,0,-1,0,,,,,,,,
12473,10854,Eastern,Marsabit,Central,10854,28,,Marsabit Medical Clinic,916,916,18328,4399,0,0,0,-1,,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+02.85620,036.70005,,0,0,0,-1,,,,,,,,
12474,10794,Eastern,Machakos,Athi River,10794,28,,MARIA GORETTE CLINIC,84,84,2200,528,-1,-1,0,0,2,3,4,4,0,1.6,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.39708,036.94506,7,-1,0,0,0,,,,,,,,
12475,10927,Eastern,Mwala,Masii,10927,18,,Masii Health Center,1127,1174,24556,5287,-1,-1,0,0,3,3,1,1,0,16,,,,2,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.46057,037.43990,10,-1,0,0,0,,,,,,,,
12476,11030,Eastern,Yatta,Yatta,11030,18,,MASINGA HEALTH CENTRE,621,621,16345,3923,-1,0,-1,0,2,3,2,2,0,20,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.58455,037.36260,220,-1,0,0,0,,,,,,,,
12477,10705,Eastern,Kibwezi,Kibwezi,10705,18,,MASONGELANI HC,337,337,8875,2130,-1,-1,0,0,2,0,2,1,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-02.07046,038.12904,,-1,-1,0,0,,,,,,,,
12478,10973,Eastern,Nzaui,Nguu,10973,22,,MASUMBA,235,235,6179,1483,-1,-1,-1,0,2,2,1,1,0,20,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,02.02885,037.61995,,0,-1,0,0,,,,,,,,
12479,10774,Eastern,Kyuso,Tseikuru,10774,22,,Mulangoni Dispensary,157,157,3405,742,-1,-1,0,0,,0,1,1,0,4.7,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.35211,038.34147,31,-1,0,0,0,,,,,,,,
12480,10765,Eastern,Kyuso,Kyuso,10765,22,,Mataka Dispensary,137,137,3598,864,-1,-1,0,0,3,0,1,1,0,3.2,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.42926,038.18268,22,-1,0,0,0,,,,,,,,
12481,10986,Eastern,Tharaka,Tunyai,10986,25,,Materi,87,87,2297,551,-1,-1,0,0,2,0,1,1,0,9,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.19096,037.81200,96,-1,0,0,0,,,,,,,,
12482,10934,Eastern,Mwala,Mwala,10934,22,,Mathina Dispensary,158,158,4154,997,-1,0,0,0,4,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.37439,037.41819,,0,0,0,-1,,,,,,,,
12483,10955,Eastern,Mwingi,Mui,10955,18,,Mathuku Health Centre,97,97,2551,612,-1,-1,0,0,2,0,3,1,0,6,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.04828,038.23640,39,-1,0,0,0,,,,,,,,
12485,10968,Eastern,Nzaui,Matiliku,10968,14,,MATILIKO D HOSP,538,538,14154,3397,-1,-1,-1,0,2,2,1,1,0,20,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,01.94921,037.53581,,0,-1,0,0,,,,,,,,
12486,10742,Eastern,Kitui,Matinyani,10742,22,,Matinyani Dispensary,538,650,12680,3043,-1,-1,0,0,2,3,1,2,0,5,,,,3,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.30887,037.99247,10,0,-1,0,0,,,,,,,,
12487,11030,Eastern,Yatta,Yatta,11030,28,,Matuu Cottage,279,279,7333,1760,0,0,0,0,,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.03732,037.32265,,0,0,0,-1,,,,,,,,
12488,11030,Eastern,Yatta,Yatta,11030,14,,MATUU DISTRICT HOSP,414,414,10883,2612,-1,-1,0,0,2,3,4,1,0,20,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+01.09099,037.32249,1,0,-1,0,0,,,,,,,,
12489,11030,Eastern,Yatta,Yatta,11030,25,,Matuu Mission,581,581,15284,3668,-1,-1,-1,0,2,3,2,1,0,20,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.03935,037.32933,4,0,0,-1,0,,,,,,,,
12490,11030,Eastern,Yatta,Yatta,11030,26,,Matuu Nursing Home,279,279,7333,1760,-1,-1,0,0,2,3,3,1,0,20,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.08655,4,4,0,-1,0,0,,,,,,,,
12491,10600,Eastern,Igembe,Igembe C,10600,26,,MCM MATERNITY  AND NURSING HOME,680,680,17896,4295,0,-1,0,0,2,0,1,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.23674,037.93943,2,-1,0,0,0,,,,,,,,
12493,10846,Eastern,Makueni,Mavindini,10846,18,,Mavindini Health Centre,505,505,13278,3187,-1,-1,0,0,2,0,2,3,0,8,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.49227,037.47173,30,0,0,-1,0,,,,,,,,
12494,10794,Eastern,Machakos,Athi River,10794,28,,MAVOKO MED CLINIC,342,342,9010,2162,-1,-1,0,0,2,3,4,4,0,1.6,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.45816,036.97464,2,-1,0,0,0,,,,,,,,
12495,10950,Eastern,Mwingi,Migwani,10950,22,,Mavui,47,47,1249,300,0,0,0,-1,4,0,3,1,0,0,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.95196,037.87376,,0,0,0,-1,,,,,,,,
12498,11032,Eastern,Yatta,Yatta,11032,22,,MBEBANI,302,302,7949,1908,-1,-1,-1,0,2,0,2,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.01365,037.23614,26,-1,0,0,0,,,,,,,,
12499,10972,Eastern,Nzaui,Mulala,10972,18,,MBENUU HC,236,236,6221,1493,-1,-1,-1,0,2,2,3,3,0,15,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,01.96411,037.47733,,0,0,0,0,,,,,,,,
12500,11008,Eastern,Tigania,Uringu,11008,14,,Mbeu sub district hospital,766,766,20145,4835,-1,-1,0,0,3,3,4,2,0,4.9,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,+00.05923,+037.81662,25,-1,0,0,0,,,,,,,,
12501,10865,Eastern,Mbeere,Gachoka,10865,22,,mbita dispensary,185,185,4874,1170,-1,-1,-1,0,2,0,1,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.63735,+037.59454,8,-1,0,0,0,,,,,,,,
12502,10972,Eastern,Nzaui,Mulala,10972,25,,MBIJINO DISP,249,249,6548,1572,-1,0,0,0,2,2,1,3,0,20,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,02.01768,037.48182,,0,-1,0,0,,,,,,,,
12503,10933,Eastern,Mwala,Mwala,10933,18,,Mbiuni Hc,32,325,7078,1524,0,0,0,-1,3,2,1,1,0,12,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.25271,037.40802,15,-1,0,0,0,,,,,,,,
12505,10870,Eastern,Mbeere,Mwea,10870,22,,Mbodoni dispensary,304,304,7988,1917,-1,-1,0,0,2,0,1,1,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.83933,+037.54573,28,-1,0,0,0,,,,,,,,
12506,10871,Eastern,Mbeere,Mwea,10871,23,,mbozuki dispensary,217,217,5700,1368,-1,0,0,0,2,0,1,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.81097,+037.34571,97,-1,0,0,0,,,,,,,,
12507,10884,Eastern,Mbooni,Mbooni,10884,25,,Mbooni AIC Dispensary,246,246,6833,1640,-1,-1,-1,0,2,0,2,1,0,18,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.52481,037.46544,5,-1,0,0,0,,,,,,,,
12508,10884,Eastern,Mbooni,Mbooni,10884,14,,Mbooni District Hospital,808,808,22433,5384,-1,-1,-1,0,2,3,1,1,0,18,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.65862,037.45414,,-1,0,0,0,,,,,,,,
12509,10728,Eastern,Kitui,Central,10728,22,,MBUSYANI DISPENSARY,271,271,6471,1393,0,0,-1,0,2,0,2,3,0,1,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.54511,037.98248,13,-1,0,0,0,,,,,,,,
12511,10907,Eastern,Mutomo,Athi,10907,28,,Mercy medical clinic,154,156,4306,931,-1,0,0,0,2,0,1,1,0,1,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-02.120777,038.03622,55,-1,0,0,0,,,,,,,,
12512,10573,Eastern,Embu,Nembure,10573,28,,Mercy Medical Clinic,137,137,3600,864,-1,-1,0,0,2,3,2,2,0,6,,,,5,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.51200,037.51984,14,-1,0,0,0,,,,,,,,
12513,10683,Eastern,Isiolo,Merti,10683,25,,Merti Catholic Dispensary,108,108,2500,600,-1,-1,0,0,1,3,3,1,0,,,,,8,8,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+01.05814,038.66470,200,-1,0,0,0,,,,,,,,
12514,10683,Eastern,Isiolo,Merti,10683,18,,Merti Health centre,258,258,6150,1476,-1,-1,0,0,1,3,3,1,0,2.4,,,,8,8,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+01.006683,038.66650,212,0,-1,0,0,,,,,,,,
12516,10657,Eastern,Imenti North,Timau,10657,14,,MERU DISTRICT HOSPITAL,3139,3139,82609,19826,-1,-1,0,0,2,3,1,1,0,30.84,,0,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.05066,037.65442,2,0,-1,0,0,,,,,,,,
12519,10729,Eastern,Kitui,Central,10729,18,,MIAMBANI HEALTH CENTRE,1002,1002,26369,6329,-1,0,0,0,2,2,2,2,0,6,,,,8,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.26171,038.11057,45,-1,0,0,0,,,,,,,,
12520,10876,Eastern,Mbooni,Kalawa,10876,22,,Miangeni Dispensary,102,102,2826,678,-1,0,-1,0,2,0,3,2,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.61802,037.75945,50,-1,0,0,0,,,,,,,,
12521,10735,Eastern,Kitui,Chuluni,10735,18,,MBITINI HEALTH CENTRE,570,570,15000,3600,-1,-1,0,0,3,3,2,2,0,8,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.59120,038.11704,32,-1,0,0,0,,,,,,,,
12522,11001,Eastern,Tigania,Tigania North,11001,24,,Michimikuru dispensary,46,46,1200,576,0,0,0,-1,,3,3,3,0,2.3,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,+00.18568,+037.85382,10,-1,0,0,0,,,,,,,,
12523,10948,Eastern,Mwingi,Migwani,10948,14,,Migwani SDH,650,650,17108,4106,-1,-1,0,0,2,3,3,1,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.09545,038.01926,23,0,0,-1,0,,,,,,,,
12524,10995,Eastern,Tigania,Tigania Central,10995,21,,Mikinduri catholic health centre,622,622,16380,3931,-1,-1,0,0,2,3,4,3,0,3.6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.12514,+037.83293,,0,0,-1,0,,,,,,,,
12525,10995,Eastern,Tigania,Tigania Central,10995,14,,Mikinduri Sub district hospital,917,917,24144,5795,-1,-1,0,0,3,3,4,2,0,2.4,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.12380,+037.83747,,-1,0,0,0,,,,,,,,
12526,10673,Eastern,Imenti South,Nkuene,10673,15,,MUKUMBUNE SDH,320,320,8421,2021,-1,-1,0,0,3,3,3,1,0,18,,0,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,04.665,037.078,17,-1,0,0,0,,,,,,,,
12527,10657,Eastern,Imenti North,Timau,10657,26,,MILIMANI MAT AND HOSPITAL,79,79,2070,497,-1,-1,0,0,3,3,3,1,0,6,,0,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.04877,037.64115,3,-1,0,0,0,,,,,,,,
12528,10786,Eastern,Maara,Muthambi,10786,23,,Munugu,726,726,19106,4585,-1,-1,0,0,1,3,4,4,0,8,,0,,4,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.60552,037.62911,1,0,0,0,0,,,,,,,,
12529,10697,Eastern,Kangundo,Kangundo,10697,21,,Misyani mission health centre,245,245,4896,1175,-1,-1,0,0,4,3,3,1,0,1.2,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.28836,+037.37264,10,0,0,-1,0,,,,,,,,
12530,10818,Eastern,Machakos,Kathiani,10818,18,,MITABONI HEALTH CENTRE,5392,5392,141894,34055,-1,-1,0,0,2,3,4,2,0,1.6,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.37271,037.24834,5,-1,0,0,0,,,,,,,,
12531,10772,Eastern,Kyuso,Ngomeni,10772,22,,Mitamisyi Dispensary,297,297,6474,1554,-1,-1,0,0,3,0,3,2,0,2.4,,,,6,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.52840,038.40211,35,-1,0,0,0,,,,,,,,
12532,11030,Eastern,Yatta,Yatta,11030,28,,Mituki Medical,279,279,7333,1760,0,0,0,-1,,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.03472,037.32344,,0,0,0,-1,,,,,,,,
12533,10675,Eastern,Imenti South,Nkuene,10675,25,,MITUUNGUU CCS,447,447,11775,2826,-1,-1,0,0,3,3,3,1,0,18,,0,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,06.330,047.277,25,-1,0,0,0,,,,,,,,
12534,10675,Eastern,Imenti South,Nkuene,10675,22,,MITUUGUU DISP,447,447,11775,2826,-1,-1,0,0,3,3,3,1,0,24,,0,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,06.348,046.881,24,-1,0,0,0,,,,,,,,
12535,10675,Eastern,Imenti South,Nkuene,10675,28,,MITUNGUU MARKET CLINIC,447,447,11775,2826,-1,-1,0,0,3,3,3,1,0,18,,0,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,06.682,047.038,25,-1,0,0,0,,,,,,,,
12536,10991,Eastern,Tigania,Mituntu,10991,18,,Mituntu health centre,323,323,8494,2039,-1,-1,0,0,3,3,4,2,0,3,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,+00.17345,+037.67668,13,-1,0,0,0,,,,,,,,
12537,10935,Eastern,Mwala,Yathui,10935,18,,Miu HC,347,347,7572,1630,-1,-1,-1,0,3,2,1,1,0,10,,,,3,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.52364,037.57778,15,-1,0,0,0,,,,,,,,
12538,10818,Eastern,Machakos,Kathiani,10818,22,,MIUMBINI DISP,194,194,5101,1224,-1,-1,0,0,2,0,4,2,0,1.6,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.26366,037.28924,30,-1,0,0,0,,,,,,,,
12539,10762,Eastern,Kyuso,Kyuso,10762,26,,Katse Medical Clinic,163,163,3530,769,-1,-1,0,0,2,0,3,2,0,7.4,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.70962,038.07754,40,-1,0,0,0,,,,,,,,
12540,10594,Eastern,Garbatula,Sericho,10594,22,,Modagashe Dispensary,158,158,4154,997,-1,-1,0,0,1,0,3,1,0,4,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+01.11571,038.98342,,-1,0,0,0,,,,,,,,
12541,10735,Eastern,Kitui,Chuluni,10735,22,,MOSA DISPENSARY,208,208,4974,1193,-1,-1,0,0,2,0,2,2,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.60407,038.05283,45,-1,0,0,0,,,,,,,,
12542,11030,Eastern,Yatta,Yatta,11030,28,,Motherland,279,279,7333,1760,-1,0,0,0,,3,1,4,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.8930,037.32764,,0,0,0,-1,,,,,,,,
12547,10713,Eastern,Kibwezi,Mtito Andei,10713,22,,NGILUNI DISP,172,172,4534,1088,-1,-1,-1,0,2,0,1,1,0,6,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,,,78,-1,-1,0,0,,,,,,,,
12548,10803,Eastern,Machakos,Central,10803,22,,MUA DISPENSARY,259,259,6820,1637,-1,0,0,0,2,0,4,2,0,,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.46351,037.19162,30,-1,0,0,0,,,,,,,,
12549,10565,Eastern,Embu,Manyatta,10565,22,,Muchagari Dispensary,285,285,7498,1800,-1,-1,0,0,2,3,2,2,0,6,,,,13,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.43213,037.49804,18,-1,0,0,0,,,,,,,,
12550,10563,Eastern,Embu,Kyeni,10563,22,,Mufu Dispensary,190,190,4997,1199,-1,-1,0,0,2,3,2,2,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.39569,037.58844,6,-1,0,0,0,,,,,,,,
12551,10577,Eastern,Embu,Runyenjes,10577,28,,Mugui Consolata Clinic,146,146,3839,921,0,0,0,0,4,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.36469,-037.50432,,0,0,0,-1,,,,,,,,
12552,10983,Eastern,Tharaka,North,10983,28,,Mugas Medical,258,258,6790,1630,0,0,0,-1,,3,3,2,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.10043,038.00313,,-1,0,0,0,,,,,,,,
12553,10578,Eastern,Embu,Runyenjes,10578,22,,Mugui Dispensary,238,238,6259,1502,-1,-1,0,0,2,3,2,2,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.36180,037.49993,40,-1,0,0,0,,,,,,,,
12554,10660,Eastern,Imenti South,Abogeta,10660,28,,Muguwa Medical Clinic,248,248,6531,1567,0,0,0,-1,4,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-07.652,040.715,1,-1,0,0,0,,,,,,,,
12555,10974,Eastern,Tharaka,Central,10974,28,,Mligwee,324,324,8535,2048,0,0,0,-1,,3,3,3,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.15607,037.97740,,-1,0,0,0,,,,,,,,
12556,10955,Eastern,Mwingi,Mui,10955,22,,Mui Disp,137,137,3612,867,-1,-1,0,0,2,0,3,3,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.12214,038.21247,70,-1,0,0,0,,,,,,,,
12558,10965,Eastern,Nzaui,Kilome,10965,25,,AC MUKAA DISP,221,221,5814,1395,-1,0,0,0,2,1,2,3,0,20,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,01.83442,037.32698,,0,-1,0,0,,,,,,,,
12559,10569,Eastern,Embu,Manyatta,10569,25,,Mukangu ACK Dispensary,91,91,2400,576,-1,-1,0,0,2,3,2,2,0,6,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.45620,037.45180,7,-1,0,0,0,,,,,,,,
12560,10977,Eastern,Tharaka,Mukothima,10977,17,,Mukothima,4193,4193,110335,26480,-1,-1,0,0,2,0,3,2,0,5,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.01928,037.94182,50,0,0,-1,0,,,,,,,,
12561,10793,Eastern,Maara,Mwimbi,10793,22,,Murui,986,986,25945,6227,-1,-1,0,0,2,0,4,2,0,8,,0,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.15952,037.40283,30,-1,0,0,0,,,,,,,,
12562,11023,Eastern,Yatta,Masinga,11023,22,,Mukusu,180,180,4729,1135,-1,-1,0,0,2,0,2,1,0,20,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.54536,037.38286,10,-1,0,0,0,,,,,,,,
12563,10899,Eastern,Meru South,Magumoni,10899,23,,MUKUUNI,337,337,8881,2131,-1,-1,0,0,3,3,3,1,0,40,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.39158,037.65203,20,-1,0,0,0,,,,,,,,
12564,10577,Eastern,Embu,Runyenjes,10577,22,,Mukuri Dispensary,175,175,4609,1106,-1,-1,0,0,2,3,2,2,0,6,,,,5,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.40704,037.54535,6,-1,0,0,0,,,,,,,,
12565,10827,Eastern,Makueni,Kaiti,10827,18,,Makuyuni Health Centre,421,421,11071,2657,-1,-1,-1,0,3,3,1,2,0,8,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.44875,037.27568,23,0,0,-1,0,,,,,,,,
12566,10730,Eastern,Kitui,Central,10730,25,,AIC MULANGO DISPENSARY,541,541,14246,3419,-1,-1,0,0,2,3,2,2,0,8,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.42637,038.01179,9,-1,0,0,0,,,,,,,,
12568,10719,Eastern,Kitui,Central,10719,22,,Milundi dispensary,190,190,5000,1200,0,0,0,-1,,0,2,2,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.37027,038.05081,,0,0,0,-1,,,,,,,,
12569,10719,Eastern,Kitui,Central,10719,25,,MULUTU DISPENSARY,156,156,4116,987,-1,-1,0,0,3,3,2,2,0,6,,,,4,3,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.35230,037.95020,11,0,-1,0,0,,,,,,,,
12570,10786,Eastern,Maara,Muthambi,10786,23,,Mumbuni,501,501,13188,3165,-1,-1,0,0,1,0,3,2,0,8,,0,,4,3,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.27942,037.74246,65,0,0,0,0,,,,,,,,
12571,10851,Eastern,Makueni,Wote,10851,22,,Mumbuni Dispensary,286,286,7530,1807,-1,0,0,0,2,0,2,3,0,8,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.51361,037.36264,13,0,0,-1,0,,,,,,,,
12572,10933,Eastern,Mwala,Mwala,10933,22,,Mumbini Dispensary,315,315,8296,1991,-1,0,0,0,3,2,3,1,0,2.4,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.27203,037.47042,7,-1,0,0,0,,,,,,,,
12573,10944,Eastern,Mwingi,Central,10944,22,,Mumbuni Dispensary,144,144,3780,907,-1,-1,0,0,2,3,3,3,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,- 01.05326,038.10281,23,-1,0,0,0,,,,,,,,
12574,10945,Eastern,Mwingi,Central,10945,26,,Mumbuni Nursing Home,60,60,1584,380,0,0,0,-1,,3,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.94072,038.06301,,0,0,0,-1,,,,,,,,
12576,10769,Eastern,Kyuso,Mumoni,10769,22,,Mumoni Dispensary,87,91,1887,411,0,0,0,-1,,0,2,4,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.54805,038.00185,,-1,0,0,0,,,,,,,,
12577,10746,Eastern,Kitui,Mutito,10746,28,,Mundutha Mundu Clinic,19,19,500,120,0,0,0,-1,,0,2,2,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.22475,038.18949,,0,0,0,-1,,,,,,,,
12578,10939,Eastern,Mwingi,Central,10939,22,,Muono Disp,122,122,2432,584,-1,-1,0,0,2,0,3,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.77910,038.19101,30,-1,0,0,0,,,,,,,,
12579,10786,Eastern,Maara,Muthambi,10786,25,,Murambani,243,243,6397,1535,-1,-1,0,0,1,0,1,1,0,8,,0,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.26037,037.70518,60,0,0,0,0,,,,,,,,
12581,11001,Eastern,Tigania,Tigania North,11001,28,,Muriri medical clinic,274,274,7200,1728,-1,-1,0,0,2,3,4,3,0,2.4,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,+00.21506,+037.79098,1,-1,0,0,0,,,,,,,,
